What did Mike unlock ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike tap into ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike enter ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike gain entrance to ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike gain access to ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike gain admittance to ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike gain entrance into ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What was user Mike's action ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What action did user Mike take ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did Mike do ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What was Mike's action ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What action did Mike perform ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What was the action of user Mike ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What did user Mike accomplish ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What was the result of user Mike's action ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What was the outcome of user Mike's activity ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What was the result of user Mike's behavior ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID | filter userIdentity.arn like "Mike"
What occurred ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What transpired ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What befell ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What took place ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What happened here ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What is the story ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What is the situation ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What is the outcome ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What is the result ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
What is the news ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Present me the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Demonstrate the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Exhibit the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Display the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Point out the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Reveal the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Illustrate the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Showcase the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
Expose the logs ,fields @timestamp, eventSource, userIdentity.sessionContext.sessionIssuer.userName, sourceIPAddress, userAgent, eventName, awsRegion, recipientAccountId,userIdentity.type, userIdentity.principalId, userIdentity.arn userIdentity.accountId, userIdentity.invokedBy, eventID
